TE9TIEVNQkVERElOR1MgUkVQUkVTRU5UQU4gUEFMQUJSQVMgQ09NTyBWRUNUT1JFUyBERU5TT1MgQ09OVElOVU9T,88,4.248032,0.738636,0.125,0.136364,0.0,0.0,48,121,79.727273,237.402893,0.136364,0.090909,0,0.863636,24,0.272727,3
LA TOKENIZACIÓN CONVIERTE TEXTO EN UNIDADES PROCESABLES POR EL MODELO,69,3.992158,0.869565,0.0,0.0,0.130435,0.0,32,211,71.753623,537.663936,0.144928,0.130435,0,0.869565,21,0.304348,0
0e2331622f2336302b21273162262762212d2c2437312bb12c622f3727313630232c622730302d30273162262762212e23312b242b2123212bb12c62322d3062212e233127620e2d3162272f202726262b2c253162302732302731272c36232c6232232e,200,2.905352,0.0,0.135,0.865,0.0,0.0,48,102,57.445,280.266975,0.365,0.17,0,0.135,13,0.065,4
ZWwgZGVzZW1wZcOxbyBkZSBjbGFzaWZpY2Fkb3JlcyBiaW5hcmlvcyBFbCBwcmVwcm9jZXNhbWllbnRvIGRlIGRhdG9zIG0=,96,4.977734,0.427083,0.489583,0.072917,0.0,0.010417,48,122,90.875,394.588542,0.072917,0.0625,1,0.916667,40,0.416667,3
272e6236272d30272f236226276220233b27316223213637232e2b382362213027272c212b233162212d2c622c372734236227342b26272c212b23,118,2.784682,0.0,0.118644,0.881356,0.0,0.0,48,102,56.90678,245.559107,0.398305,0.169492,0,0.118644,13,0.110169,4
052c213d3a3b75302675203b7539303b3220343f30,42,3.212582,0.0,0.166667,0.833333,0.0,0.0,48,102,59.071429,321.113946,0.285714,0.142857,0,0.166667,14,0.333333,4
vkc wkdbsmoc no myxpecsax weocdbkx obbyboc no mvkcspsmkmsax zyb mvkco,69,3.855176,0.0,0.869565,0.0,0.130435,0.0,32,122,98.753623,723.200168,0.130435,0.101449,0,0.869565,17,0.246377,1
YN ABEZNYVMNPVDA QR INEVNOYRF NPRYREN YN PBAIRETRAPVN,53,3.706062,0.886792,0.0,0.0,0.113208,0.0,32,90,72.792453,262.730509,0.169811,0.113208,0,0.886792,17,0.320755,2
0e23622c2d302f232e2b3823212bb12c622627623423302b23202e2731622321272e273023622e2362212d2c34273025272c212b23623227302f2b362762273121232e23306223322e2b2123212b2d2c27316224,168,2.861617,0.0,0.14881,0.85119,0.0,0.0,48,102,58.059524,304.817885,0.410714,0.166667,0,0.14881,14,0.083333,4
Ynf tcbpnf qr rageranzvragb,27,3.708048,0.037037,0.851852,0.0,0.111111,0.0,32,122,98.111111,608.17284,0.148148,0.111111,0,0.888889,15,0.555556,2
072c62012d2e2d2f202b2362272e62212324ab6227316231af2f202d2e2d6226276221372e36373023623b623630232023282d620e2362213730342362100d01622734232eb82362272e62262731272f3227,164,3.014197,0.0,0.146341,0.853659,0.0,0.0,48,102,58.20122,303.63634,0.359756,0.146341,0,0.146341,14,0.085366,4
LA TASA DE APRENDIZAJE CONTROLA LA MAGNITUD DE CADA ACTUALIZACIÓN La entropía mide el desorden,94,4.458924,0.606383,0.244681,0.0,0.148936,0.0,32,237,78.042553,1011.423721,0.148936,0.138298,0,0.851064,32,0.340426,0
072e62212d2c2d212b2f2b272c362d622731622e2362272e6226302d322d373662302725372e23302b3823623027262731623230,104,2.88274,0.0,0.144231,0.855769,0.0,0.0,48,102,58.182692,296.783931,0.375,0.163462,0,0.144231,13,0.125,4
TGEgZnVuY2nDs24gZGUgYWN0aXZhY2nDs24gaW50cm9kdWNlIG5vIGxpbmVhbGlkYWQgZW4gbGEgcmVkIG5ldXJvbmFs,92,4.904522,0.423913,0.434783,0.141304,0.0,0.0,48,120,87.467391,409.031545,0.076087,0.076087,0,0.858696,35,0.380435,3
451c4f59524f555e555055585d581c59521c49521c4f5350531c52c651594e53,64,3.061278,0.0,0.1875,0.8125,0.0,0.0,48,102,61.296875,353.02124,0.375,0.09375,0,0.1875,13,0.203125,4
Los sistemas distribuidos mejoran la disponibilidad del servicio,64,3.851563,0.015625,0.875,0.0,0.109375,0.0,32,118,98.453125,592.841553,0.15625,0.125,0,0.890625,19,0.296875,0
PY NZWZXMTL PW NLQR PD DVXMZWZ OP NFWEFCL J ECLMLUZ,51,3.961477,0.823529,0.0,0.0,0.176471,0.0,32,90,71.27451,373.806997,0.176471,0.098039,0,0.823529,20,0.392157,1
Ynf genafsbeznpvbarf qr Sbhevre nanyvmna frbnyrf crevdqvpnf,59,3.920802,0.033898,0.864407,0.0,0.101695,0.0,32,122,99.305085,578.415398,0.135593,0.101695,0,0.898305,20,0.338983,2
Ry fby oevyyn,13,2.931209,0.076923,0.769231,0.0,0.153846,0.0,32,121,97.692308,909.289941,0.307692,0.153846,0,0.846154,9,0.692308,2
0e0311620003110711620607620603160d116210070e03010b0d0c030e0711620d1005030c0b18030c620b0c040d100f03010b910c62071116101701161710030603,132,2.934999,0.0,0.128788,0.871212,0.0,0.0,48,102,56.333333,281.358586,0.356061,0.204545,0,0.128788,15,0.113636,4
Bqi cqjhysui tu sedvkiygd ckuijhqd,34,3.844385,0.029412,0.852941,0.0,0.117647,0.0,32,121,98.411765,681.359862,0.117647,0.117647,0,0.882353,16,0.470588,1
ybf nytbevgzbf qr pvsenqb tnenagvmna yn cevinpvqnq,50,3.84637,0.0,0.88,0.0,0.12,0.0,32,122,99.94,680.7764,0.16,0.12,0,0.88,18,0.36,2
EL APRENDIZAJE PROFUNDO SUPERÓ A LOS HUMANOS EN VISIÓN ARTIFICIAL,65,4.068017,0.861538,0.0,0.0,0.138462,0.0,32,211,73.815385,860.581302,0.138462,0.092308,0,0.861538,21,0.323077,0
FIM UFAILCNGIM XY WCZLUXI AULUHNCTUH FU JLCPUWCXUX,50,3.84637,0.88,0.0,0.0,0.12,0.0,32,90,72.22,273.4916,0.16,0.12,0,0.88,18,0.36,1
cHJpb3JpZGFkIGVuIHRvZGEgZW1wcmVzYSBsYSBlc3RhZMOtc3RpY2EgZGVzY3JpcHRpdmEgcmVz,76,4.757686,0.526316,0.394737,0.078947,0.0,0.0,49,122,88.486842,378.223511,0.078947,0.065789,0,0.921053,33,0.434211,3
YBF QNGBF FBA RY AHRIB CRGEDYRB QRY FVTYB IRVAGVHAB,51,3.666922,0.843137,0.0,0.0,0.156863,0.0,32,89,68.313725,305.901576,0.156863,0.137255,0,0.843137,16,0.313725,2
nuevo petróleo del siglo veintiuno,34,3.679395,0.0,0.882353,0.0,0.117647,0.0,32,243,103.970588,1228.734429,0.147059,0.117647,0,0.882353,15,0.441176,0
70736f1cfd6e7e7370796f1c78791c78797f756f75ef721c6f73721c7173787970736f1c757268796e6c6e79687d7e70796f1c651c7f707d6e736f,118,3.304412,0.0,0.254237,0.745763,0.0,0.0,48,102,65.491525,427.334674,0.288136,0.127119,0,0.254237,13,0.110169,4
los vectores de soporte maximizan el margen entre clases,56,3.822381,0.0,0.857143,0.0,0.142857,0.0,32,122,97.142857,748.015306,0.160714,0.142857,0,0.857143,18,0.321429,0
79701c7d6c6e79727875667d76791c7d69687371fd68757f731c6e796d6975796e791c787d68736f1c78791c7f7d7075787d78,102,3.175905,0.0,0.215686,0.784314,0.0,0.0,48,102,64.068627,363.181565,0.313725,0.137255,0,0.215686,13,0.127451,4
mejor herramienta del ser humano La tecnología avanza,53,3.955918,0.018868,0.849057,0.0,0.132075,0.0,32,237,98.622642,1050.310431,0.150943,0.132075,0,0.867925,21,0.396226,0
RY ZNPUVAR YRNEAVAT RF HAN ENZN QR YN VAGRYVTRAPVN NEGVSVPVNY,61,3.580912,0.852459,0.0,0.0,0.147541,0.0,32,90,72.377049,332.038162,0.147541,0.147541,0,0.852459,16,0.262295,2
Vc uifgflk ivxlcrizqr ivuvj gifwleurj givmzezveuf jfsivraljkv cfj mvtkfivj uv jfgfikv drozdz,92,4.076211,0.01087,0.869565,0.0,0.119565,0.0,32,122,99.858696,675.838729,0.119565,0.119565,0,0.880435,23,0.25,1
El sol brilla sobre las montañas nevadas,40,3.647085,0.025,0.825,0.0,0.15,0.0,32,241,98.15,1289.9775,0.15,0.15,0,0.85,16,0.4,0
VYC OWLONNSXQC BOZBOCOXDKX ZKVKLBKC MYWY FOMDYBOC NOXCYC MYXDSXEYC,66,3.876555,0.893939,0.0,0.0,0.106061,0.0,32,90,73.333333,265.191919,0.121212,0.121212,0,0.893939,18,0.272727,1
tcnlmtklx fxwbtgmx uqljnxwt lblmxfrmbvt,39,3.789538,0.0,0.923077,0.0,0.076923,0.0,32,120,104.74359,485.472715,0.128205,0.128205,0,0.923077,17,0.435897,1
0a11161b1e1b1a0c5f0f0d101c1a0c1e1d131a0c5f0f100d5f1a135f12101b1a1310,68,2.994144,0.0,0.352941,0.647059,0.0,0.0,48,102,67.029412,575.028547,0.338235,0.176471,0,0.352941,12,0.176471,4
ybf uvcrecnelzrgebf qrora nwhfgnefr zrqvnagr okfdhrqn fvfgrzlgvpn,65,4.048217,0.0,0.907692,0.0,0.092308,0.0,32,122,101.507692,538.557633,0.138462,0.107692,0,0.907692,21,0.323077,2
2e23623623312362262762233230272c262b3823282762212d2c36302d2e23622e23622f23252c2b36372662262762212326236223213637232e2b3823212bb12c,130,2.698376,0.0,0.123077,0.876923,0.0,0.0,48,102,57.153846,255.176331,0.407692,0.192308,0,0.123077,13,0.1,4
ds lwufgdgycs snsfrs eqk jqhavg imw fmfus Ds kwymjavsv afxgjeqlaus wk hj,72,4.170381,0.013889,0.833333,0.0,0.152778,0.0,32,121,96.847222,824.71277,0.152778,0.125,0,0.847222,23,0.319444,1
bGEgc2VndXJpZGFkIGluZm9ybcOhdGljYSBlcyBwcmlvcmlkYWQgZW4gdG9kYSBlbXByZXNh,72,4.770367,0.430556,0.513889,0.055556,0.0,0.0,50,121,91.986111,319.347029,0.083333,0.069444,0,0.944444,33,0.458333,3
shz ylklz ulbyvuhslz ptpahu ls jlyliyv obthuv,45,3.726833,0.0,0.866667,0.0,0.133333,0.0,32,122,101.311111,783.236543,0.155556,0.133333,0,0.866667,16,0.355556,1
707d1c687d6f7d1c78791c7d6c6e79727875667d76791c7f7372686e73707d1c707d1c717d7b72756869781c78791c7f7d787d1c7d7f68697d7075667d7f75ef721c705d1c52495e591c5f53514c49485d5f5553525d501c4c594e515548591c,192,3.510903,0.0,0.244792,0.755208,0.0,0.0,48,102,64.770833,408.499566,0.229167,0.125,0,0.244792,15,0.078125,4
Kr yur hxorrg,13,2.931209,0.076923,0.769231,0.0,0.153846,0.0,32,121,97.769231,912.946746,0.307692,0.153846,0,0.846154,9,0.692308,1
Ds lsks vw shjwfvarsbw ugfljgds,31,3.719852,0.032258,0.83871,0.0,0.129032,0.0,32,119,98.516129,752.314256,0.193548,0.129032,0,0.870968,16,0.516129,1
errores de clasificación por clase,34,3.60909,0.0,0.882353,0.0,0.117647,0.0,32,243,101.176471,1208.380623,0.117647,0.117647,0,0.882353,14,0.411765,0
TG9zIGhpcGVycGFyw6FtZXRyb3MgZGViZW4=,36,4.416608,0.5,0.361111,0.111111,0.0,0.027778,51,122,87.305556,440.60108,0.138889,0.083333,1,0.861111,25,0.694444,3
TGEgc2VndXJpZGFkIGluZm9ybcOhdGljYSBlcyBwcmlvcmlkYWQgZW4gdG9kYSBlbXByZXNhIGVsIGdyYWRpZW50ZSBkZXNjZW5kZW50ZSBvcHRpbQ==,116,5.004112,0.5,0.405172,0.077586,0.0,0.017241,48,121,88.905172,345.930663,0.086207,0.060345,1,0.905172,40,0.344828,3
Los modelos predictivos ayudan a tomar mejores decisiones,57,3.906008,0.017544,0.859649,0.0,0.122807,0.0,32,121,97.929825,664.591567,0.122807,0.122807,0,0.877193,19,0.333333,0
son métricas complementarias de evaluación,42,3.978411,0.0,0.904762,0.0,0.095238,0.0,32,243,106.0,1392.809524,0.119048,0.095238,0,0.904762,18,0.428571,0
0e2362272c36302d32af23622f2b262762272e622627312d3026272c622d622b2c212730362b26372f20302762262762372c62312b3136272f23,116,2.840565,0.0,0.155172,0.844828,0.0,0.0,48,102,58.775862,312.104935,0.37931,0.146552,0,0.155172,12,0.103448,4
Ruy novkxvgxeskzxuy jkhkt gpayzgxyk skjogtzk hdywakjg yoyzksezoig,65,4.048217,0.015385,0.892308,0.0,0.092308,0.0,32,122,103.861538,590.580828,0.138462,0.107692,0,0.907692,21,0.323077,1
2e23623623312362262762233230272c262b3823282762212d2c36302d2e23622e23622f23252c2b36372662262762212326236223213637232e2b3823212bb12c620e036204170c010b910c620607620301160b1403010b910c620b0c16100d,192,3.104043,0.0,0.135417,0.864583,0.0,0.0,48,102,57.458333,278.352431,0.302083,0.145833,0,0.135417,15,0.078125,4
TGFzIHRyYW5zZm9ybWFjaW9uZXMgZGUgRm91cmllciBhbmFsaXphbiBzZcOxYWxlcyBwZXJpw7NkaWNhcw==,84,5.0455,0.404762,0.5,0.071429,0.0,0.02381,49,122,92.309524,378.594671,0.059524,0.059524,1,0.904762,38,0.452381,3
glkizg rg kyzghorojgj jkr ktzxktgsoktzu,39,3.592092,0.0,0.897436,0.0,0.102564,0.0,32,122,102.74359,609.575279,0.153846,0.153846,0,0.897436,15,0.384615,1
ybf uvcrecnelzrgebf qrora nwhfgnefr zrqvnagr okfdhrqn fvfgrzlgvpn,65,4.048217,0.0,0.907692,0.0,0.092308,0.0,32,122,101.507692,538.557633,0.138462,0.107692,0,0.907692,21,0.323077,2
el bosque aleatorio combina múltiples árboles para mayor precisión,66,4.019805,0.0,0.878788,0.0,0.121212,0.0,32,250,104.257576,1511.827594,0.121212,0.090909,0,0.878788,20,0.30303,0
cuzeh xuhhqcyudjq tub iuh xkcqde,32,3.652518,0.0,0.875,0.0,0.125,0.0,32,122,99.4375,706.308594,0.15625,0.125,0,0.875,15,0.46875,1
jq gtxvzj fqjfytwnt htrgnsf rcqynuqjx dwgtqjx ufwf rfdtw uwjhnxnvs qfx ywfsxktwrfhntsjx ij ktzwnj,97,4.018059,0.0,0.876289,0.0,0.123711,0.0,32,122,101.948454,730.667446,0.123711,0.092784,0,0.876289,20,0.206186,1
Ujb cajwboxavjlrxwnb mn Oxdarna jwjurijw bnxjunb ynarzmrljb,59,3.920802,0.033898,0.864407,0.0,0.101695,0.0,32,122,100.118644,604.307957,0.135593,0.101695,0,0.898305,20,0.338983,1
103975343bb4393c263c2675313075363a38253a3b303b2130267525273c3b363c2534393026752127343b26333a2738347530397530262534363c3a753130753134213a26,138,3.250983,0.0,0.115942,0.884058,0.0,0.0,48,99,57.101449,223.68536,0.304348,0.123188,0,0.115942,13,0.094203,4
La reducción de dimensionalidad,31,3.643577,0.032258,0.870968,0.0,0.096774,0.0,32,243,101.0,1170.129032,0.16129,0.129032,0,0.903226,15,0.483871,0
ZWwgdmFsb3IgZjEgYmFsYW5jZWEgcHJlY2lzacOzbiB5IHNlbnNpYmlsaWRhZCBlbiB1biBzb2xvIG7Dum1lcm8=,88,5.045754,0.375,0.511364,0.102273,0.0,0.011364,49,122,89.943182,425.05359,0.068182,0.068182,1,0.886364,40,0.454545,3
705d1c5552485950555b59525f555d1c5d4e48555a555f555d501c484e5d524f5a534e515d4edd1c4853585d4f1c505d4f1c555258494f484e555d4f,120,3.131078,0.0,0.266667,0.733333,0.0,0.0,48,102,65.2,447.876667,0.366667,0.133333,0,0.266667,15,0.125,4
od suhflvltq gh orv fodvlilfdgruhv orv gdwrv ghvedodqfhdgrv dihfw,65,3.71547,0.0,0.876923,0.0,0.123077,0.0,32,119,99.169231,672.479053,0.123077,0.123077,0,0.876923,16,0.246154,1
193a26753038373031313c3b322675273025273026303b21343b752534393437273426,70,3.154046,0.0,0.071429,0.928571,0.0,0.0,48,99,54.942857,147.368163,0.3,0.157143,0,0.071429,13,0.185714,4
los hiperparámetros deben ajustarse mediante búsqueda sistemática imitan el cerebro humano,90,4.066365,0.0,0.888889,0.0,0.111111,0.0,32,250,102.911111,1184.125432,0.133333,0.111111,0,0.888889,21,0.233333,0
Ynf genafsbeznpvbarf qr,23,3.675311,0.043478,0.869565,0.0,0.086957,0.0,32,122,99.652174,497.965974,0.130435,0.130435,0,0.913043,14,0.608696,2
Crj drkiztvj uv tfewljzhe dlvjkire,34,3.844385,0.029412,0.852941,0.0,0.117647,0.0,32,122,99.294118,697.089965,0.117647,0.117647,0,0.882353,16,0.470588,1
Ry obfdhr nyrngbevb pbzovan zkygvcyrf leobyrf cnen znlbe cerpvfvda RY ZNPUVAR YRNEAVAT RF HAN ENZ,97,4.552125,0.268041,0.587629,0.0,0.14433,0.0,32,122,89.298969,775.15804,0.14433,0.061856,0,0.85567,30,0.309278,2
Ho ydoru I1 edodqfhd suhflvltq b vhqvlelolgdg hq xq vror qaphur,63,4.042002,0.031746,0.793651,0.015873,0.15873,0.0,32,121,94.873016,875.729907,0.15873,0.095238,0,0.825397,22,0.349206,1
Ta itdgtbp st Qpnth prijpaxop rgttcrxph rdc cjtkp tkxstcrxp,59,3.846389,0.033898,0.830508,0.0,0.135593,0.0,32,120,98.305085,753.262856,0.152542,0.135593,0,0.864407,19,0.322034,1
Vc drtyzev cvriezex vj ler irdr uv cr zekvczxvetzr rikzwztzrc cr ivxivjzhe cfxbjkztr tcrjzwz,92,3.808666,0.01087,0.847826,0.0,0.141304,0.0,32,122,99.945652,825.116612,0.141304,0.130435,0,0.858696,20,0.217391,1
333e5f2f2d3a3c362c36ac315f265f3a335f2d3a3c3e33335f2c30315f32b62b2d363c3e2c5f3c30322f333a323a312b3e2d363e2c5f3b3a5f3a293e332a3e3c36ac31,134,3.093689,0.0,0.350746,0.649254,0.0,0.0,48,102,68.134328,536.578971,0.343284,0.134328,0,0.350746,13,0.097015,4
RUwgw4FSRUEgQkFKTyBMQSBDVVJWQSBSRVNVTUUgTEEgQ0FQQUNJREFEIERJU0NSSU1JTkFUSVZBIERFTCBNT0RFTE8gTE9TIFLDjU9TIERFTCBBTUFaT05BUyBTT04gTE9TIA==,136,4.502185,0.786765,0.102941,0.095588,0.0,0.014706,48,121,77.882353,213.471453,0.125,0.080882,1,0.889706,33,0.242647,3
ZWwgYm9zcXVlIGFsZWF0b3JpbyBjb21iaW5hIG3Dumx0aXBsZXMgw6FyYm9sZXMgcGFyYSBtYXlvciBwcmVjaXNpw7Nu,92,5.123627,0.423913,0.456522,0.119565,0.0,0.0,48,122,89.934783,449.321834,0.065217,0.043478,0,0.880435,40,0.434783,3
RWwgdmFsb3IgRjEgYmFsYW5jZWEgcHJlY2lzacOzbiB5IHNlbnNpYmlsaWRhZCBlbiB1biBzb2xvIG7Dum1lcm8=,88,5.059903,0.375,0.511364,0.102273,0.0,0.011364,49,122,89.761364,426.454416,0.068182,0.068182,1,0.886364,40,0.454545,3
0e0311621610030c11040d100f03010b0d0c071162060762040d17100b071062030c030e0b18030c62110793030e0711621207100b91060b010311,118,2.991289,0.0,0.135593,0.864407,0.0,0.0,48,102,56.686441,292.486426,0.347458,0.20339,0,0.135593,14,0.118644,4
LA VALIDACIÓN CRUZADA EVITA EL SOBREAJUSTE EN MODELOS,53,3.9575,0.867925,0.0,0.0,0.132075,0.0,32,211,71.471698,627.494482,0.132075,0.132075,0,0.867925,19,0.358491,0
Uj cjbj mn jyanwmrijsn lxwcaxuj uj vjpwrcdm mn ljmj jlcdjurijlrzw,65,3.853144,0.015385,0.846154,0.0,0.138462,0.0,32,122,98.107692,749.634556,0.2,0.138462,0,0.861538,20,0.307692,1
Jq yjtwjrf ij Gfdjx,19,3.471354,0.105263,0.736842,0.0,0.157895,0.0,32,121,93.526316,873.301939,0.210526,0.157895,0,0.842105,13,0.684211,1
505d1c52495e591c5f53514c49485d5f5553525d501c4c594e515548591c594f5f5d505d4e1c5d4c50555f5d5f555352594f1c5add5f55505159524859,122,3.028468,0.0,0.245902,0.754098,0.0,0.0,48,102,64.237705,426.836939,0.385246,0.098361,0,0.245902,13,0.106557,4
RWwgc29sIGJyaWxsYSBzb2JyZSBsYXMgbW9udGHDsWFzIG5ldmFkYXM=,56,4.851823,0.5,0.392857,0.089286,0.0,0.017857,50,122,88.464286,422.248724,0.071429,0.071429,1,0.892857,32,0.571429,3
TEFTIFJFREVTIE5FVVJPTkFMRVMgSU1JVEFOIEVMIENFUkVCUk8gSFVNQU5PIExvcyBhbGdvcml0bW9zIGRlIGNpZnJhZG8gZ2FyYQ==,104,5.004655,0.673077,0.230769,0.076923,0.0,0.019231,48,122,82.384615,294.948225,0.086538,0.076923,1,0.903846,41,0.394231,3
TGEgZXN0YWTDrXN0aWNhIGRlc2NyaXB0aXZhIHJlc3VtZQ==,48,4.621115,0.583333,0.270833,0.104167,0.0,0.041667,48,121,83.020833,327.353733,0.083333,0.083333,1,0.854167,28,0.583333,3
el preprocesamiento de datos mejora el rendimiento del modelo,61,3.630173,0.0,0.868852,0.0,0.131148,0.0,32,116,96.901639,665.137866,0.180328,0.131148,0,0.868852,15,0.245902,0
b vapregvqhzoer qr ha fvfgrzn,29,3.659537,0.0,0.862069,0.0,0.137931,0.0,32,122,98.37931,756.166468,0.137931,0.137931,0,0.862069,14,0.482759,2
YN AHOR PBZCHGNPVBANY CREZVGR RFPNYNE NCYVPNPVBARF SLPVYZRAGR,61,3.855961,0.901639,0.0,0.0,0.098361,0.0,32,90,73.262295,243.111529,0.114754,0.114754,0,0.901639,17,0.278689,2
705d4f1c4e5958594f1c5259494e53525d50594f1c555155485d521c59501c5f594e595e4e531c5449515d5253,90,3.153864,0.0,0.211111,0.788889,0.0,0.0,48,102,62.644444,385.695802,0.333333,0.122222,0,0.211111,13,0.144444,4
RUwgR1JBRElFTlRFIERFU0NFTkRFTlRFIE9QVElNSVpBIEZVTkNJT05FUyBERSBQw4lSRElEQSBsYXMgY2FwYXMgb2N1bHRhcyBleHRyYWVuIGNhcmE=,116,4.903343,0.663793,0.25,0.077586,0.0,0.008621,48,121,83.215517,319.807001,0.094828,0.077586,1,0.913793,39,0.336207,3
OD IXQFLTQ GH DFWLYDFLTQ LQWURGXFH QR OLQHDOLGDG HQ OD UHG QHXURQDO,67,3.649618,0.850746,0.0,0.0,0.149254,0.0,32,89,70.328358,292.817554,0.149254,0.134328,0,0.850746,15,0.223881,1
Los hiperparámetros deben,25,3.813661,0.04,0.88,0.0,0.08,0.0,32,225,105.04,1075.0784,0.16,0.12,0,0.92,16,0.64,0
UFlUSE9OIEVTIFVOIExFTkdVQUpFIFZFUlPDgVRJTCBQQVJBIENJRU5DSUEgREUgREFUT1MgZGViZW4gdXNhcnNlIGR1cmFudGUgZWwgZW50cmVu,112,4.912248,0.696429,0.241071,0.0625,0.0,0.0,48,120,83.508929,254.714206,0.080357,0.071429,0,0.9375,39,0.348214,3
331e5f110a1d1a5f1c10120f0a0b1e1c1610111e135f0f1a0d12160b1a5f1a0c1c1e131e0d5f1e0f13161c1e1c1610111a0c5f199e1c1613121a110b1a,122,3.080825,0.0,0.327869,0.672131,0.0,0.0,48,102,66.131148,551.163128,0.368852,0.122951,0,0.327869,13,0.106557,4
Ta hda qgxaap,13,2.931209,0.076923,0.769231,0.0,0.153846,0.0,32,120,91.384615,716.390533,0.307692,0.153846,0,0.846154,9,0.692308,1
RY TENQVRAGR QRFPRAQRAGR BCGVZVMN SHAPVBARF QR CTEQVQN,54,3.823815,0.888889,0.0,0.0,0.111111,0.0,32,90,72.240741,252.627229,0.166667,0.111111,0,0.888889,18,0.333333,2
TGEgdmFsaWRhY2nDs24gY3J1emFkYSBldml0YSBlbCBzb2JyZWFqdXN0ZSBlbiBtb2RlbG9z,72,4.949807,0.430556,0.430556,0.138889,0.0,0.0,48,122,86.430556,449.995177,0.069444,0.069444,0,0.861111,37,0.513889,3
Yn vagryvtrapvn negvsvpvny,26,3.334679,0.038462,0.884615,0.0,0.076923,0.0,32,121,104.884615,506.640533,0.230769,0.153846,0,0.923077,12,0.461538,2
los algoritmos de cifrado garantizan la privacidad,50,3.84637,0.0,0.88,0.0,0.12,0.0,32,122,97.34,625.3444,0.16,0.12,0,0.88,18,0.36,0
495255585d58594f1c4c4e535f594f5d5e50594f1c4c534e1c59501c5153585950531c505d1c5952484e534cd15d1c515558591c59501c58594f534e5859521c53,130,3.128547,0.0,0.215385,0.784615,0.0,0.0,48,102,62.769231,387.008284,0.330769,0.1,0,0.215385,12,0.092308,4
